model_name,ds,n_sentence_pool,ds_arg_size,ds_infer_dens,ds_n_consistent_complete_positions,ds_mean_prem,ds_variance_prem,tau_truths,principles,init_coms,init_coms_size,init_coms_n_tau_truths,init_coms_n_tau_falsehoods,init_coms_min_ax_bases,n_init_coms_min_ax_base,init_coms_n_consistent_complete_positions,init_coms_dia_consistent,init_coms_closed,fixed_point_coms,fixed_point_coms_size,fixed_point_coms_n_tau_truths,fixed_point_coms_n_tau_falsehoods,fixed_point_coms_closed,fixed_point_coms_consistent,fixed_point_coms_n_consistent_complete_positions,fixed_point_coms_min_ax_bases,n_fixed_point_coms_min_ax_base,fixed_point_coms_min_ax_bases_theory,n_fixed_point_coms_min_ax_base_theory,fixed_point_theory,fixed_point_theory_closure,fixed_point_theory_axioms,achievements_evolution,fixed_point_dia_consistent,init_final_coms_simple_hamming,init_final_coms_hamming,init_final_coms_contradictions,init_final_coms_expansions,init_final_coms_contractions,init_final_coms_identities,random_choices,coms_evolution,theory_evolution,process_length,global optima
StandardModel,"[[1, -6], [5, -6], [-4, 3, -5], [-2, -7, 5], [7, -2], [-2, 3], [-6, 1]]",7,7,0.41607673696423725,17,2.2857142857142856,0.2380952380952381,set(),"[(7, 1), (-7, 1), (-4, 1)]","{1, 6, -7, -5, -4}",5,0,0,,,0,False,,"{1, 2, 5, -7, -6, -4, -3}",7,0,0,True,True,1,"[{-4, 5}]",2,[set()],0,"{-4, 5}","{1, 2, 5, -7, -6, -4, -3}","[{-4, 5}]","[0, 0.9404897959183673, 0.9806122448979592, 0.9806122448979592, 0.9806122448979592, 0.9806122448979592]",True,6,4,2,2,0,3,[],"[{1, 6, -7, -5, -4}, {1, 2, 5, -7, -6, -4, -3}, {1, 2, 5, -7, -6, -4, -3}]","[{-4, 5}, {-4, 5}, {-4, 5}]",6,"{({6}, {-7, -5, -1, 6}), ({-1}, {-7, -5, -1, 6}), ({6}, {-5, -4, -1, 6}), ({6}, {1, -5, 6}), ({-1}, {-5, -4, -1, 6}), ({-1}, {1, -5, 6})}"
StandardModel,"[[1, -6], [5, -6], [-4, 3, -5], [-2, -7, 5], [7, -2], [-2, 3], [-6, 1]]",7,7,0.41607673696423725,17,2.2857142857142856,0.2380952380952381,set(),"[(7, 1), (-7, 1), (-4, 1)]","{1, -5, -3, -2}",4,0,0,,,0,False,,"{3, 6, 7, -1, -5, -2}",6,0,0,True,True,2,"[{6, 7}, {-2, 6}, {-1, 7}, {-1, -2}]",2,[set()],0,"{-1, 7}","{3, 6, 7, -1, -5, -2}","[{6, 7}, {-2, 6}, {-1, 7}, {-1, -2}]","[0, 0.9364365079365079, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997]",True,6,4,2,2,0,3,[1],"[{1, -5, -3, -2}, {3, 6, 7, -1, -5, -2}, {3, 6, 7, -1, -5, -2}]","[{-1, 7}, {-1, 7}, {-1, 7}]",6,"{({6}, {-5, -2, 6, -1}), ({-6}, {1, -6, -2}), ({-1}, {-5, -2, 6, -1}), ({-5}, {1, -5}), ({-2}, {3, -2, -5}), ({1}, {1, -6, -3}), ({1}, {1, -6, -2}), ({5}, {1, -6, -5}), ({7}, {1, 3, -2, 7}), ({7}, {-3, -2, 7}), ({-3}, {-7, 2, -5, -3}), ({-2}, {1, 3, -2}), ({-3}, {-7, -3, -2}), ({-6}, {1, -6, -5}), ({6}, {1, -5, 6}), ({-2}, {-3, -2}), ({-1}, {1, -5, 6}), ({5}, {1, -6, -3, 5}), ({-5}, {-5, -3}), ({1}, {1, -6, -5}), ({6}, {-5, -3, -1, 6}), ({-3}, {1, 2, -3, -7}), ({-6}, {1, -6, -3}), ({5}, {1, -6, 5, -2}), ({7}, {-5, 3, -2, 7}), ({-1}, {-5, -3, -1, 6}), ({-5}, {-5, -2})}"
StandardModel,"[[7, -4, 5], [6, -1, -7], [3, 1], [5, -1, 7], [2, 3], [-2, -1], [-1, 5]]",7,7,0.42857142857142855,16,2.4285714285714284,0.2857142857142857,set(),"[(2, 1), (6, 1), (-2, 1), (-4, 1)]","{3, 4, 6, 7, -5}",5,0,0,"[{-5, 6, 7}]",3.0,1,True,False,"{1, 2, 3, 4, 7, -5}",6,0,0,True,True,2,"[{-5, 7}]",2,[set()],0,"{-5, 7}","{1, 2, 3, 4, 7, -5}","[{-5, 7}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916]",True,3,3,0,2,1,4,[],"[{3, 4, 6, 7, -5}, {1, 2, 3, 4, 7, -5}, {1, 2, 3, 4, 7, -5}]","[{-5, 7}, {-5, 7}, {-5, 7}]",6,"{({6}, {1, 2, 3, 4, 6}), ({6}, {1, 2, 3, 6, -5}), ({-5}, {1, 2, 3, 6, -5}), ({-5}, {1, 2, 3, 7, -5}), ({-5}, {1, 2, 3, 4, -5}), ({6}, {1, 2, 3, 6, 7})}"
StandardModel,"[[7, -4, 5], [6, -1, -7], [3, 1], [5, -1, 7], [2, 3], [-2, -1], [-1, 5]]",7,7,0.42857142857142855,16,2.4285714285714284,0.2857142857142857,set(),"[(2, 1), (6, 1), (-2, 1), (-4, 1)]","{-3, 5, 6}",3,0,0,,,0,False,,"{5, 7, -1, -6, -3, -2}",6,0,0,True,True,2,"[{-3}, {-2}, {-1}]",1,[set()],0,{-1},"{5, 7, -1, -6, -3, -2}","[{-1}, {-2}, {-3}]","[0, 0.9742142857142857, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,5,4,1,3,0,3,[1],"[{-3, 5, 6}, {5, 7, -1, -6, -3, -2}, {5, 7, -1, -6, -3, -2}]","[{-1}, {-1}, {-1}]",6,"{({-3}, {5, 7, -1, -6, -3, -2}), ({-2}, {5, 7, -1, -6, -3, -2}), ({-1}, {5, 7, -1, -6, -3, -2})}"
StandardModel,"[[7, -4, 5], [6, -1, -7], [3, 1], [5, -1, 7], [2, 3], [-2, -1], [-1, 5]]",7,7,0.42857142857142855,16,2.4285714285714284,0.2857142857142857,set(),"[(2, 1), (6, 1), (-2, 1), (-4, 1)]","{-7, 3, -1, -5}",4,0,0,,,0,False,,"{1, 2, 3, -7, -5, -4}",6,0,0,True,True,2,"[{-5, -4}]",2,[set()],0,"{-5, -4}","{1, 2, 3, -7, -5, -4}","[{-5, -4}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916]",True,4,3,1,2,0,4,[],"[{-7, 3, -1, -5}, {1, 2, 3, -7, -5, -4}, {1, 2, 3, -7, -5, -4}]","[{-5, -4}, {-5, -4}, {-5, -4}]",6,"{({-7}, {1, 2, 3, -7}), ({-5}, {1, 2, 3, -5})}"
StandardModel,"[[7, -4, 5], [6, -1, -7], [3, 1], [5, -1, 7], [2, 3], [-2, -1], [-1, 5]]",7,7,0.42857142857142855,16,2.4285714285714284,0.2857142857142857,set(),"[(2, 1), (6, 1), (-2, 1), (-4, 1)]","{1, 6, -7, -5, -4}",5,0,0,"[{-5, -4, 6}]",3.0,1,True,False,"{1, 2, 3, -7, -5, -4}",6,0,0,True,True,2,"[{-5, -4}]",2,[set()],0,"{-5, -4}","{1, 2, 3, -7, -5, -4}","[{-5, -4}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916]",True,3,3,0,2,1,4,[],"[{1, 6, -7, -5, -4}, {1, 2, 3, -7, -5, -4}, {1, 2, 3, -7, -5, -4}]","[{-5, -4}, {-5, -4}, {-5, -4}]",6,"{({6}, {1, 2, 3, 6, -5}), ({-7}, {1, 2, 3, -7, -5}), ({6}, {1, 2, 3, 6, -4}), ({-5}, {1, 2, 3, -7, -5}), ({-5}, {1, 2, 3, 6, -5}), ({-7}, {1, 2, 3, -7, -4}), ({6}, {1, 2, 3, 6, -7}), ({-5}, {1, 2, 3, -5, -4}), ({-7}, {1, 2, 3, 6, -7})}"
StandardModel,"[[7, -4, 5], [6, -1, -7], [3, 1], [5, -1, 7], [2, 3], [-2, -1], [-1, 5]]",7,7,0.42857142857142855,16,2.4285714285714284,0.2857142857142857,set(),"[(2, 1), (6, 1), (-2, 1), (-4, 1)]","{1, -5, -3, -2}",4,0,0,,,0,False,,"{1, 2, 3, -5}",4,0,0,True,True,6,[{-5}],1,[set()],0,{-5},"{1, 2, 3, -5}",[{-5}],"[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,4,2,2,0,0,5,[],"[{1, -5, -3, -2}, {1, 2, 3, -5}, {1, 2, 3, -5}]","[{-5}, {-5}, {-5}]",6,"{({-5}, {1, 2, 3, -5}), ({-3}, {5, 7, -1, -6, -3, -2}), ({-2}, {5, 7, -1, -6, -3, -2}), ({-1}, {5, 7, -1, -6, -3, -2})}"
StandardModel,"[[-2, -6], [-4, -3, -2], [-7, 6], [-5, 6], [1, 6], [1, 5, -3], [-7, -3, 1]]",7,7,0.3365919728893251,25,2.4285714285714284,0.2857142857142857,set(),"[(5, 1), (-7, 2), (-5, 1), (-4, 1)]","{3, 4, 6, 7, -5}",5,0,0,"[{-5, 3, 4, 7}]",4.0,2,True,False,"{1, 2, 3, 6, -5, -4}",6,0,0,True,True,2,"[{1, -4}]",2,[set()],0,"{1, -4}","{1, 2, 3, 6, -5, -4}","[{1, -4}]","[0, 0.9402142857142858, 0.9698367346938775, 0.9759160997732426, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997]",True,5,4,1,2,1,3,[1],"[{3, 4, 6, 7, -5}, {2, 3, 6, -5, -4}, {1, 2, 3, 6, -5, -4}, {1, 2, 3, 6, -5, -4}]","[{-5, -4}, {1, -4}, {1, -4}, {1, -4}]",8,"{({-5}, {2, -5, 4, 6}), ({-5}, {2, 3, 6, -5}), ({-5}, {2, -5, 6, 7})}"
StandardModel,"[[-2, -6], [-4, -3, -2], [-7, 6], [-5, 6], [1, 6], [1, 5, -3], [-7, -3, 1]]",7,7,0.3365919728893251,25,2.4285714285714284,0.2857142857142857,set(),"[(5, 1), (-7, 2), (-5, 1), (-4, 1)]","{-3, 5, 6}",3,0,0,"[{-3, 5, 6}]",3.0,3,True,False,"{1, 2, 4, 5, 6, -3}",6,0,0,True,True,2,"[{1, 5}]",2,[set()],0,"{1, 5}","{1, 2, 4, 5, 6, -3}","[{-7, -3, 5}, {1, 5}]","[0, 0.9789365079365079, 0.9847222222222222, 0.9847222222222222, 0.9847222222222222, 0.9847222222222222]",True,3,3,0,3,0,4,[],"[{-3, 5, 6}, {1, 2, 4, 5, 6, -3}, {1, 2, 4, 5, 6, -3}]","[{1, 5}, {1, 5}, {1, 5}]",6,"{({-7}, {-7, 2, 6}), ({1}, {1, 2, 6}), ({6}, {2, 6}), ({-5}, {2, -5, 6}), ({-3}, {-3}), ({-6}, {-6, 5, -1, 7}), ({5}, {5}), ({-2}, {5, 7, -2, -6, -1})}"
StandardModel,"[[-2, -6], [-4, -3, -2], [-7, 6], [-5, 6], [1, 6], [1, 5, -3], [-7, -3, 1]]",7,7,0.3365919728893251,25,2.4285714285714284,0.2857142857142857,set(),"[(5, 1), (-7, 2), (-5, 1), (-4, 1)]","{-7, 3, -1, -5}",4,0,0,"[{-7, -5, -1}]",3.0,2,True,False,"{2, 3, 6, -7, -1}",5,0,0,True,True,4,"[{-7, -1}]",2,[set()],0,"{-7, -1}","{2, 3, 6, -7, -1}","[{-7, -4, 5}, {-7, -1}, {-7, 3, 5}]","[0, 0.9597142857142856, 0.9759591836734693, 0.9759591836734693, 0.9759591836734693, 0.9759591836734693]",True,3,3,0,2,1,4,[],"[{-7, 3, -1, -5}, {2, 3, 6, -7, -1}, {2, 3, 6, -7, -1}]","[{-7, -1}, {-7, -1}, {-7, -1}]",6,"{({3}, {3, -5}), ({-7}, {-7, 2, -5, 6}), ({-7}, {-7, 2, 3, 6}), ({-5}, {-7, 2, -5, 6}), ({-2}, {7, -2, -6, -5, -1}), ({3}, {3, -1}), ({-6}, {-7, -6, 5, -1}), ({-7}, {-7, 2, -1, 6}), ({-5}, {2, 3, 6, -5}), ({-1}, {-7, -1}), ({-1}, {-5, -1}), ({-5}, {2, -5, -1, 6}), ({-1}, {3, -1}), ({-2}, {5, -1, -7, -6, -2}), ({-6}, {3, 5, 7, -6, -1}), ({-2}, {3, 5, 7, -1, -6, -2}), ({3}, {-7, 3}), ({-6}, {-6, -5, -1, 7})}"
StandardModel,"[[-2, -6], [-4, -3, -2], [-7, 6], [-5, 6], [1, 6], [1, 5, -3], [-7, -3, 1]]",7,7,0.3365919728893251,25,2.4285714285714284,0.2857142857142857,set(),"[(5, 1), (-7, 2), (-5, 1), (-4, 1)]","{1, 6, -7, -5, -4}",5,0,0,"[{1, -4, -7}]",3.0,1,True,False,"{1, 2, 3, 6, -5, -4}",6,0,0,True,True,2,"[{1, -4}]",2,[set()],0,"{1, -4}","{1, 2, 3, 6, -5, -4}","[{1, -4}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916, 0.9826814058956916]",True,3,3,0,2,1,4,[],"[{1, 6, -7, -5, -4}, {1, 2, 3, 6, -5, -4}, {1, 2, 3, 6, -5, -4}]","[{1, -4}, {1, -4}, {1, -4}]",6,"{({-7}, {-7, 2, -5, 6}), ({1}, {1, 2, -5, 6}), ({-7}, {-7, 2, -4, 6}), ({1}, {1, 2, -4, 6}), ({-5}, {-7, 2, -5, 6}), ({-5}, {2, -5, -4, 6}), ({-7}, {1, 2, -7, 6}), ({-5}, {1, 2, -5, 6}), ({1}, {1, 2, -7, 6})}"
StandardModel,"[[-2, -6], [-4, -3, -2], [-7, 6], [-5, 6], [1, 6], [1, 5, -3], [-7, -3, 1]]",7,7,0.3365919728893251,25,2.4285714285714284,0.2857142857142857,set(),"[(5, 1), (-7, 2), (-5, 1), (-4, 1)]","{1, -5, -3, -2}",4,0,0,,,0,False,,"{1, 2, 3, 6, -5, -4}",6,0,0,True,True,2,"[{1, -4}]",2,[set()],0,"{1, -4}","{1, 2, 3, 6, -5, -4}","[{1, -4}]","[0, 0.9402142857142858, 0.9698367346938775, 0.9759160997732426, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997]",True,6,4,2,2,0,3,[],"[{1, -5, -3, -2}, {1, 2, 3, 6, -5}, {1, 2, 3, 6, -5, -4}, {1, 2, 3, 6, -5, -4}]","[{1, 3}, {1, -4}, {1, -4}, {1, -4}]",8,"{({1}, {1, 2, -5, 6}), ({-5}, {2, -5, -3, 6}), ({-2}, {5, 7, -1, -6, -3, -2}), ({-3}, {1, -3}), ({-2}, {7, -2, -6, -5, -1}), ({-3}, {-3, -2}), ({1}, {1, -2, 6}), ({1}, {1, 2, -3, 6}), ({-3}, {-5, -3}), ({-5}, {-5, -2, 6}), ({-5}, {1, 2, -5, 6}), ({-2}, {1, 5, 7, -6, -2})}"
StandardModel,"[[3, 1], [-7, -1], [-5, -6, 3], [2, -5], [4, 1], [-2, -1], [-1, -7]]",7,7,0.5254388435875197,10,2.142857142857143,0.14285714285714285,set(),"[(2, 1), (4, 1), (-2, 1), (-6, 1)]","{3, 4, 6, 7, -5}",5,0,0,"[{3, 4, 6}]",3.0,1,True,False,"{1, 2, 4, 6, 7, -5, -3}",7,0,0,True,True,1,"[{4, -3}]",2,[set()],0,"{4, -3}","{1, 2, 4, 6, 7, -5, -3}","[{4, -3}]","[0, 0.9704897959183673, 0.986734693877551, 0.986734693877551, 0.986734693877551, 0.986734693877551]",True,4,3,1,2,0,4,[1],"[{3, 4, 6, 7, -5}, {1, 2, 4, 6, 7, -5, -3}, {1, 2, 4, 6, 7, -5, -3}]","[{4, -3}, {4, -3}, {4, -3}]",6,"{({4}, {1, 2, 4, 7, -5}), ({3}, {1, 2, 3, 7, -5})}"
StandardModel,"[[3, 1], [-7, -1], [-5, -6, 3], [2, -5], [4, 1], [-2, -1], [-1, -7]]",7,7,0.5254388435875197,10,2.142857142857143,0.14285714285714285,set(),"[(2, 1), (4, 1), (-2, 1), (-6, 1)]","{-3, 5, 6}",3,0,0,"[{5, 6}]",2.0,1,True,False,"{5, -1, -7, -4, -3, -2}",6,0,0,True,True,2,[{5}],1,[set()],0,{5},"{5, -1, -7, -4, -3, -2}","[{-7, -6}, {-6, -3}, {-6, -1}, {5}, {-6, -2}]","[0, 0.9784897959183673, 0.9887755102040816, 0.9928571428571428, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,5,5,0,4,1,2,[],"[{-3, 5, 6}, {5, 6, -1, -7, -4, -3, -2}, {5, -1, -7, -4, -3, -2}, {5, -1, -7, -4, -3, -2}]","[{5, 6}, {5}, {5}, {5}]",8,"{({5}, {5, -1, -7, -4, -3, -2})}"
StandardModel,"[[3, 1], [-7, -1], [-5, -6, 3], [2, -5], [4, 1], [-2, -1], [-1, -7]]",7,7,0.5254388435875197,10,2.142857142857143,0.14285714285714285,set(),"[(2, 1), (4, 1), (-2, 1), (-6, 1)]","{-7, 3, -1, -5}",4,0,0,,,0,False,,"{2, 6, -7, -5, -4, -3, -1}",7,0,0,True,True,1,"[{2, -1}, {-7, 2}]",2,[set()],0,"{-7, 2}","{2, 6, -7, -5, -4, -3, -1}","[{-7, 2}, {2, -1}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9860918367346938, 0.986734693877551, 0.986734693877551, 0.986734693877551, 0.986734693877551]",True,5,4,1,3,0,3,"[1, 3]","[{-7, 3, -1, -5}, {6, -7, -5, -4, -3, -1}, {2, 6, -7, -5, -4, -3, -1}, {2, 6, -7, -5, -4, -3, -1}]","[{-5, -1}, {-7, 2}, {-7, 2}, {-7, 2}]",8,"{({-1}, {-7, -4, -3, -1}), ({-2}, {-1, -7, -4, -3, -2}), ({3}, {1, 2, 3, 7, -5}), ({5}, {5, -1, -7, -4, -3, -2}), ({-7}, {-7, -4, -3, -1})}"
StandardModel,"[[3, 1], [-7, -1], [-5, -6, 3], [2, -5], [4, 1], [-2, -1], [-1, -7]]",7,7,0.5254388435875197,10,2.142857142857143,0.14285714285714285,set(),"[(2, 1), (4, 1), (-2, 1), (-6, 1)]","{1, 6, -7, -5, -4}",5,0,0,,,0,False,,"{6, -1, -7, -5, -4, -3, -2}",7,0,0,True,True,1,"[{-5, -2}]",2,[set()],0,"{-5, -2}","{6, -1, -7, -5, -4, -3, -2}","[{-5, -2}]","[0, 0.9726507936507937, 0.9826814058956916, 0.9860918367346938, 0.986734693877551, 0.986734693877551, 0.986734693877551, 0.986734693877551]",True,4,3,1,2,0,4,"[1, 3]","[{1, 6, -7, -5, -4}, {6, -7, -5, -4, -3, -1}, {6, -1, -7, -5, -4, -3, -2}, {6, -1, -7, -5, -4, -3, -2}]","[{-5, -1}, {-5, -2}, {-5, -2}, {-5, -2}]",8,"{({-5, -2}, {6, -1, -7, -5, -4, -3, -2}), ({2, -1}, {2, 6, -7, -5, -4, -3, -1}), ({-7, 2}, {2, 6, -7, -5, -4, -3, -1})}"
StandardModel,"[[3, 1], [-7, -1], [-5, -6, 3], [2, -5], [4, 1], [-2, -1], [-1, -7]]",7,7,0.5254388435875197,10,2.142857142857143,0.14285714285714285,set(),"[(2, 1), (4, 1), (-2, 1), (-6, 1)]","{1, -5, -3, -2}",4,0,0,,,0,False,,"{1, 2, 4, 6, 7, -5, -3}",7,0,0,True,True,1,"[{4, -3}]",2,[set()],0,"{4, -3}","{1, 2, 4, 6, 7, -5, -3}","[{4, -3}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9860918367346938, 0.986734693877551, 0.986734693877551, 0.986734693877551, 0.986734693877551]",True,5,4,1,3,0,3,[1],"[{1, -5, -3, -2}, {1, 2, 6, 7, -5, -3}, {1, 2, 4, 6, 7, -5, -3}, {1, 2, 4, 6, 7, -5, -3}]","[{1, -3}, {4, -3}, {4, -3}, {4, -3}]",8,"{({4}, {1, 2, 4, 7, -5}), ({-2}, {-1, -7, -4, -3, -2}), ({1}, {1, 2, -5, 7}), ({3}, {1, 2, 3, 7, -5}), ({5}, {5, -1, -7, -4, -3, -2}), ({7}, {1, 2, -5, 7})}"
StandardModel,"[[1, 2], [7, -1], [-6, 2], [3, 4, 6], [-5, -1], [-4, 1], [-3, 4]]",7,7,0.3365919728893251,25,2.142857142857143,0.14285714285714285,set(),"[(3, 1), (7, 1), (-5, 1), (-3, 1)]","{3, 4, 6, 7, -5}",5,0,0,"[{-5, 3, 7}]",3.0,2,True,False,"{3, 4, 6, 7, -1}",5,0,0,True,True,4,"[{3, 7}]",2,[set()],0,"{3, 7}","{3, 4, 6, 7, -1}","[{3, 7}]","[0, 0.9659285714285714, 0.9759591836734693, 0.9759591836734693, 0.9759591836734693, 0.9759591836734693]",True,2,2,0,1,1,5,[1],"[{3, 4, 6, 7, -5}, {3, 4, 6, 7, -1}, {3, 4, 6, 7, -1}]","[{3, 7}, {3, 7}, {3, 7}]",6,"{({7}, {-5, 4, -1, 7}), ({-5}, {-5, 4, -1, 6}), ({7}, {3, 4, -1, 7}), ({-2}, {4, 6, 7, -2, -1}), ({-2}, {4, 6, -2, -5, -1}), ({-5}, {-5, 4, -1, 7}), ({-5}, {3, 4, -1, -5}), ({-2}, {3, 4, 6, -2, -1}), ({7}, {4, 6, -1, 7})}"
StandardModel,"[[1, 2], [7, -1], [-6, 2], [3, 4, 6], [-5, -1], [-4, 1], [-3, 4]]",7,7,0.3365919728893251,25,2.142857142857143,0.14285714285714285,set(),"[(3, 1), (7, 1), (-5, 1), (-3, 1)]","{-3, 5, 6}",3,0,0,"[{-3, 5, 6}]",3.0,5,True,False,{6},1,0,0,True,True,19,[{6}],1,[set()],0,{6},{6},"[{6}, {3, 4}, {3, -1}, {3, -5}, {3, 7}, {-2}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{-3, 5, 6}, {6}, {6}]","[{6}, {6}, {6}]",6,"{({-2}, {4, -2, 6, -1}), ({1}, {1, 2, 5, -7}), ({5}, {5}), ({6}, {6}), ({-3}, {4, -3}), ({-4}, {1, 2, 3, 5, -7, -4})}"
StandardModel,"[[1, 2], [7, -1], [-6, 2], [3, 4, 6], [-5, -1], [-4, 1], [-3, 4]]",7,7,0.3365919728893251,25,2.142857142857143,0.14285714285714285,set(),"[(3, 1), (7, 1), (-5, 1), (-3, 1)]","{-7, 3, -1, -5}",4,0,0,"[{-7, 3, -5}]",3.0,2,True,False,"{-5, 4, -1}",3,0,0,True,True,10,[{-5}],1,[set()],0,{-5},"{-5, 4, -1}",[{-5}],"[0, 0.9622142857142858, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,3,3,0,1,2,4,[],"[{-7, 3, -1, -5}, {-5, 4, -1}, {-5, 4, -1}]","[{-5}, {-5}, {-5}]",6,"{({-5}, {-5, 4, -1}), ({-4}, {1, 2, 3, 5, -7, -4})}"
StandardModel,"[[1, 2], [7, -1], [-6, 2], [3, 4, 6], [-5, -1], [-4, 1], [-3, 4]]",7,7,0.3365919728893251,25,2.142857142857143,0.14285714285714285,set(),"[(3, 1), (7, 1), (-5, 1), (-3, 1)]","{1, 6, -7, -5, -4}",5,0,0,,,0,False,,"{1, 2, 3, 5, -7, -4}",6,0,0,True,True,2,[{-4}],1,[set()],0,{-4},"{1, 2, 3, 5, -7, -4}","[{-4}, {-6, 3}]","[0, 0.9704897959183673, 0.986734693877551, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,5,4,1,2,1,3,[],"[{1, 6, -7, -5, -4}, {1, 2, 3, 5, 6, -7, -4}, {1, 2, 3, 5, -7, -4}, {1, 2, 3, 5, -7, -4}]","[{-4, 6}, {-4}, {-4}, {-4}]",8,"{({-4}, {1, 2, 3, 5, -7, -4})}"
StandardModel,"[[1, 2], [7, -1], [-6, 2], [3, 4, 6], [-5, -1], [-4, 1], [-3, 4]]",7,7,0.3365919728893251,25,2.142857142857143,0.14285714285714285,set(),"[(3, 1), (7, 1), (-5, 1), (-3, 1)]","{1, -5, -3, -2}",4,0,0,,,0,False,,"{2, 4, -6, -5, -3, -1}",6,0,0,True,True,2,"[{-6, -5}]",2,[set()],0,"{-6, -5}","{2, 4, -6, -5, -3, -1}","[{-6, -5}]","[0, 0.9364365079365079, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997, 0.9765589569160997]",True,6,4,2,2,0,3,[1],"[{1, -5, -3, -2}, {2, 4, -6, -5, -3, -1}, {2, 4, -6, -5, -3, -1}]","[{-6, -5}, {-6, -5}, {-6, -5}]",6,"{({1}, {1, 5, -2, -7}), ({-4}, {1, 2, 5, -7, -4, -3}), ({1}, {1, 2, 5, -7, -3}), ({1}, {1, 2, -5, -7}), ({-5}, {-5, 4, -3, -1}), ({-4}, {1, 3, 5, -7, -4, -2}), ({-3}, {1, 4, -3}), ({-3}, {4, -3, -2}), ({-4}, {1, 2, 3, -7, -5, -4}), ({-5}, {-5, 4, -1, -2}), ({-2}, {4, 6, -2, -5, -1}), ({-3}, {-5, 4, -3}), ({-5}, {1, -5, 4}), ({-2}, {1, 4, -2, 6}), ({-2}, {4, 6, -2, -3, -1})}"
LocalStandardReflectiveEquilibrium,"[[1, 7, -5], [3, -2, 1], [4, -6, 1], [1, 2], [6, -2], [-3, 5], [2, 1, 6]]",7,7,0.4878624998969777,12,2.5714285714285716,0.2857142857142857,{-1},"[(3, 1), (4, 1), (7, 1), (-3, 1)]","{3, 4, 6, 7, -5}",5,0,0,,,0,False,,"{4, 6, -1, -5, -3, -2}",6,1,0,,False,0,,,,,{4},"{4, 5, 6, -1, -3, -2}",[{4}],"[0, 0.24935714285714286, 0.3158877551020408, 0.9378877551020408, 0.9660510204081633, 0.9660510204081633, 0.9758469387755102, 0.9758469387755102, 0.9790612244897959, 0.9790612244897959, 0.9809897959183673, 0.9809897959183673, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203]",False,5,4,1,2,1,3,"[2, 4, 8, 10]","[{3, 4, 6, 7, -5}, {3, 4, 6, 7}, {3, 4, 6}, {4, -3, 6}, {4, -3, -1, 6}, {4, 6, -2, -3, -1}, {4, 6, -1, -5, -3, -2}, {4, 6, -1, -5, -3, -2}]","[set(), {4}, {4}, {4}, {4}, {4}, {4}, {4}]",16,
LocalStandardReflectiveEquilibrium,"[[1, 7, -5], [3, -2, 1], [4, -6, 1], [1, 2], [6, -2], [-3, 5], [2, 1, 6]]",7,7,0.4878624998969777,12,2.5714285714285716,0.2857142857142857,{-1},"[(3, 1), (4, 1), (7, 1), (-3, 1)]","{-3, 5, 6}",3,0,0,[{6}],1.0,4,True,False,"{5, 6, -2, -3, -1}",5,1,0,True,True,4,[{6}],1.0,[set()],0.0,{6},"{5, 6, -2, -3, -1}","[{6}, {4}]","[0, 0.3722142857142857, 0.4101734693877551, 0.9921734693877551, 0.9974285714285714, 0.9974285714285714, 0.9993571428571428, 0.9993571428571428, 1.0, 1.0, 1.0, 1.0]",True,2,2,0,2,0,5,"[2, 6]","[{-3, 5, 6}, {5, 6}, {-3, 5, 6}, {-3, 5, -2, 6}, {5, 6, -2, -3, -1}, {5, 6, -2, -3, -1}]","[set(), {6}, {6}, {6}, {6}, {6}]",12,
